num,site_name,site_code,forest_age,distance,species,status,survival04,survival05,survival06,initial_ht,ht_spring06,final_ht06,herbivory04,herbivory05,herbivory06,diameter06,num_leaves,stem_biomass,leaf_biomass,tot_biomass
758,Dubois,DB,young,5,A,e,0,0,0,3.0,,51.4,,,,5.21,15,2.779,0.836,3.615
759,Dubois,DB,young,5,A,e,1,0,0,5.5,,,1,,,,,,,
760,Dubois,DB,young,5,H,e,1,1,1,14.5,28.7,,0,0,3,,,,,
761,Dubois,DB,young,5,R,n,1,1,1,22.0,33.2,30.5,3,3,2,4.41,41,1.294,0.348,1.642
762,Dubois,DB,young,5,P,e,1,1,1,9.0,26.5,32.5,0,0,0,2.28,3,0.515,0.267,0.782
763,Dubois,DB,young,5,D,n,1,1,1,6.5,7.5,24.8,0,1,0,2.98,44,0.523,0.338,0.861
764,Dubois,DB,young,5,H,e,1,1,1,20.0,34.4,8.2,3,0,1,1.16,4,0.048,0.047,0.095
765,Dubois,DB,young,5,S,n,1,1,1,16.0,45.5,34.0,1,1,0,3.40,28,0.942,0.427,1.369
766,Dubois,DB,young,5,D,n,1,1,0,7.0,,50.9,2,2,,4.55,12,1.692,0.321,2.013
767,Dubois,DB,young,5,P,e,1,1,1,14.0,27.5,,1,1,1,,,,,
768,Dubois,DB,young,10,D,n,1,0,0,9.5,,38.7,1,,,3.56,66,1.276,0.736,2.012
769,Dubois,DB,young,10,S,n,1,1,1,7.0,22.3,,1,0,1,,,,,
770,Dubois,DB,young,10,R,n,1,1,1,23.5,32.3,22.4,0,0,2,3.06,15,0.477,0.323,0.8
771,Dubois,DB,young,10,D,n,1,0,0,12.5,,34.2,3,,,2.76,3,0.676,0.158,0.834
772,Dubois,DB,young,10,R,n,1,1,1,24.0,20.4,,0,1,1,,,,,
773,Dubois,DB,young,10,S,n,1,1,1,11.0,28.2,21.1,0,0,1,3.77,3,0.547,0.259,0.806
774,Dubois,DB,young,10,A,e,1,0,0,11.5,,33.5,5,,,3.33,19,0.889,0.576,1.465
775,Dubois,DB,young,10,H,e,1,1,1,14.0,31.2,,1,0,1,,,,,
776,Dubois,DB,young,10,P,e,1,1,1,14.5,88.6,30.2,0,1,1,3.50,102,1.474,0.783,2.257
777,Dubois,DB,young,10,H,e,1,1,1,12.0,52.0,90.5,0,0,1,6.31,248,11.332,2.743,14.075
778,Dubois,DB,young,10,A,e,1,0,0,4.0,,47.0,5,,,4.99,91,3.153,1.572,4.725
780,Dubois,DB,young,10,P,e,1,0,0,11.0,,,5,,,,,,,
781,Dubois,DB,young,10,H,e,1,1,1,6.5,31.6,25.7,0,1,0,3.42,34,0.738,0.412,1.15
782,Dubois,DB,young,10,A,e,1,0,0,4.0,,,0,,,,,,,
783,Dubois,DB,young,10,P,e,1,0,0,9.0,,,1,,,,,,,
784,Dubois,DB,young,10,R,n,1,1,1,18.0,9.0,18.6,1,0,1,1.99,4,0.246,0.124,0.37
785,Dubois,DB,young,10,A,e,0,0,0,3.0,,,,,,,,,,
786,Dubois,DB,young,10,R,n,1,1,1,20.5,23.0,27.3,1,1,1,4.53,6,0.549,0.456,1.005
787,Dubois,DB,young,10,S,n,1,1,1,9.0,36.5,38.5,1,1,1,5.67,10,1.428,0.316,1.744
788,Dubois,DB,young,10,D,n,0,0,0,6.0,,,,,,,,,,
789,Dubois,DB,young,10,S,n,0,0,0,4.0,,,,,,,,,,
790,Dubois,DB,young,10,P,e,1,1,1,9.5,54.6,54.2,0,1,1,5.72,177,4.122,1.376,5.498
791,Dubois,DB,young,10,H,e,1,1,1,8.0,18.0,12.5,1,0,3,1.54,12,0.227,0.166,0.393
792,Dubois,DB,young,10,D,n,0,0,0,11.5,,,,,,,,,,
793,Dubois,DB,young,20,D,n,1,1,1,7.0,10.3,9.9,1,2,1,2.35,1,0.181,0.032,0.213
794,Dubois,DB,young,20,S,n,1,1,1,3.5,28.0,28.5,1,0,1,3.99,5,1.03,0.228,1.258
795,Dubois,DB,young,20,R,n,1,1,1,13.0,13.7,12.8,,1,1,1.66,2,0.099,0.069,0.168
796,Dubois,DB,young,20,S,n,1,1,1,3.5,12.7,14.2,0,0,0,2.52,11,0.319,0.16,0.479
797,Dubois,DB,young,20,D,n,1,0,0,13.0,,,0,,,,,,,
798,Dubois,DB,young,20,R,n,1,1,1,23.0,40.5,41.0,1,1,3,3.95,4,1.392,0.311,1.703
799,Dubois,DB,young,20,H,e,1,1,1,3.5,14.0,13.5,1,0,0,2.09,32,0.31,0.313,0.623
800,Dubois,DB,young,20,H,e,1,1,1,18.5,33.9,20.8,1,1,2,3.35,40,1.132,0.419,1.551
801,Dubois,DB,young,20,P,e,1,1,1,9.0,28.0,31.0,0,1,2,3.21,88,1.158,0.38,1.538
802,Dubois,DB,young,20,A,e,1,1,1,10.0,14.0,35.8,1,3,0,2.94,20,0.693,0.463,1.156
803,Dubois,DB,young,20,A,e,1,1,0,8.0,,,4,3,,,,,,
804,Dubois,DB,young,20,P,e,1,1,1,12.0,33.4,35.5,1,0,2,3.58,85,1.518,0.401,1.919
805,Dubois,DB,young,20,P,e,1,1,1,16.0,28.7,27.7,3,0,1,2.91,45,0.734,0.28,1.014
806,Dubois,DB,young,20,H,e,1,1,0,8.5,,,2,1,,,,,,
807,Dubois,DB,young,20,A,e,1,0,0,9.0,,,2,,,,,,,
808,Dubois,DB,young,20,S,n,1,1,1,3.5,23.4,25.7,0,0,1,4.68,9,0.715,0.519,1.234
809,Dubois,DB,young,20,D,n,1,1,1,13.0,7.5,10.9,1,1,0,2.77,4,0.169,0.078,0.247
810,Dubois,DB,young,20,P,e,1,1,1,15.5,26.5,28.5,1,0,1,3.57,133,1.491,0.618,2.109
811,Dubois,DB,young,20,H,e,1,1,1,16.5,24.6,24.4,1,0,1,3.14,29,1.004,0.502,1.506
812,Dubois,DB,young,20,R,n,1,1,1,15.5,15.0,15.4,1,0,2,2.33,2,0.192,0.101,0.293
813,Dubois,DB,young,20,R,n,1,1,1,22.0,17.9,14.0,0,0,2,2.05,7,0.225,0.152,0.377
814,Dubois,DB,young,20,S,n,1,1,1,6.0,44.4,,1,1,2,,,,,
815,Dubois,DB,young,20,A,e,1,0,0,7.5,,43.7,1,,,3.84,4,1.423,0.171,1.594
816,Dubois,DB,young,20,D,n,0,0,0,9.5,,,,,,,,,,
817,Dubois,DB,young,40,S,n,1,1,1,13.5,45.4,44.6,0,1,3,4.96,10,1.853,0.369,2.222
818,Dubois,DB,young,40,D,n,0,0,0,17.5,,,,,,,,,,
819,Dubois,DB,young,40,R,n,1,1,1,20.5,25.3,29.1,1,2,3,3.23,2,0.463,0.124,0.587
820,Dubois,DB,young,40,R,n,1,1,1,21.5,14.6,24.2,1,1,2,3.21,2,0.481,0.009,0.49
821,Dubois,DB,young,40,D,n,0,0,0,5.5,,,,,,,,,,
822,Dubois,DB,young,40,S,n,1,1,1,17.5,36.5,35.1,2,1,2,3.79,18,1.251,0.509,1.76
823,Dubois,DB,young,40,A,e,1,1,1,8.5,21.8,45.8,1,1,1,2.49,35,0.669,0.491,1.16
824,Dubois,DB,young,40,H,e,1,1,1,13.0,20.6,20.0,1,1,1,2.85,31,0.682,0.302,0.984
825,Dubois,DB,young,40,P,e,1,1,1,13.5,61.3,59.1,1,1,3,4.59,96,3.696,0.299,3.995
826,Dubois,DB,young,40,A,e,1,1,1,16.5,21.5,22.8,1,2,2,4.43,11,0.809,0.137,0.946
827,Dubois,DB,young,40,H,e,1,1,1,14.0,22.0,32.5,0,1,1,3.98,72,2.231,0.883,3.114
828,Dubois,DB,young,40,P,e,1,1,1,18.0,43.9,43.2,1,0,1,5.00,323,4.122,1.466,5.588
829,Dubois,DB,young,40,P,e,1,1,1,11.0,62.0,60.0,0,1,2,4.44,196,4.29,1.27,5.56
830,Dubois,DB,young,40,R,n,1,1,1,23.0,19.4,26.6,1,1,0,3.62,8,0.949,0.805,1.754
831,Dubois,DB,young,40,D,n,1,0,0,8.0,,,3,,,,,,,
832,Dubois,DB,young,40,S,n,1,1,1,10.5,63.6,66.7,2,0,1,5.79,7,3.818,0.329,4.147
833,Dubois,DB,young,40,H,e,1,1,1,13.0,21.8,27.8,2,1,1,5.63,46,1.622,0.535,2.157
834,Dubois,DB,young,40,A,e,1,1,1,10.0,38.2,47.6,1,1,1,4.49,123,3.215,1.856,5.071
835,Dubois,DB,young,40,A,e,1,1,1,10.0,26.8,62.5,2,1,1,4.45,39,2.262,0.83,3.092
836,Dubois,DB,young,40,S,n,1,1,1,10.5,55.8,59.0,2,1,1,6.11,8,3.916,0.7,4.616
837,Dubois,DB,young,40,P,e,1,1,1,13.0,29.4,27.4,2,0,0,4.95,163,2.297,0.663,2.96
838,Dubois,DB,young,40,H,e,1,1,1,14.5,29.3,22.4,2,1,2,3.18,6,0.886,0.159,1.045
839,Dubois,DB,young,40,D,n,1,1,1,7.5,4.7,,0,1,,,,,,
840,Dubois,DB,young,40,R,n,1,1,1,22.0,21.8,24.6,2,0,1,3.14,4,0.604,0.544,1.148
841,Dubois,DB,young,60,D,n,0,0,0,7.5,,,,,,,,,,
842,Dubois,DB,young,60,R,n,1,1,1,24.0,19.9,22.2,1,2,2,2.20,1,0.275,0.038,0.313
843,Dubois,DB,young,60,R,n,1,1,1,27.0,29.8,24.5,,1,2,1.95,3,0.347,0.046,0.393
844,Dubois,DB,young,60,S,n,1,1,1,11.0,22.0,20.2,1,1,1,2.03,12,0.25,0.199,0.449
845,Dubois,DB,young,60,D,n,0,0,0,7.0,,,,,,,,,,
846,Dubois,DB,young,60,S,n,1,1,1,9.0,32.5,32.8,0,0,2,2.60,13,0.62,0.158,0.778
847,Dubois,DB,young,60,A,e,1,1,1,10.0,33.5,36.0,1,1,1,2.89,44,1.224,0.504,1.728
848,Dubois,DB,young,60,P,e,1,1,1,14.5,24.9,28.1,1,0,0,2.41,59,0.543,0.396,0.939
849,Dubois,DB,young,60,A,e,1,0,0,3.5,,,0,,,,,,,
850,Dubois,DB,young,60,H,e,1,1,1,17.0,17.5,20.1,1,1,2,3.00,73,0.878,0.404,1.282
851,Dubois,DB,young,60,H,e,1,1,1,16.5,29.3,30.6,3,2,3,2.82,17,0.896,0.25,1.146
852,Dubois,DB,young,60,P,e,1,1,1,6.5,11.3,11.0,1,0,1,1.23,7,0.065,0.051,0.116
853,Dubois,DB,young,60,H,e,1,1,1,15.0,15.7,14.9,2,3,0,1.84,5,0.204,0.083,0.287
854,Dubois,DB,young,60,R,n,1,0,0,22.0,,,1,,,,,,,
855,Dubois,DB,young,60,D,n,1,0,0,9.0,,,3,,,,,,,
856,Dubois,DB,young,60,R,n,1,1,1,17.0,17.0,,2,2,,,,,,
857,Dubois,DB,young,60,P,e,1,1,1,22.0,33.6,29.5,0,0,0,2.59,20,0.652,0.111,0.763
858,Dubois,DB,young,60,D,n,1,0,0,9.5,,,1,,,,,,,
859,Dubois,DB,young,60,S,n,1,1,1,7.0,18.1,16.9,1,0,1,1.80,8,0.169,0.116,0.285
860,Dubois,DB,young,60,S,n,1,1,1,9.0,17.4,17.5,0,0,2,1.97,8,0.222,0.156,0.378
861,Dubois,DB,young,60,H,e,1,1,1,18.0,21.4,22.7,1,0,1,2.37,17,0.261,0.215,0.476
862,Dubois,DB,young,60,A,e,1,0,0,7.5,,,1,,,,,,,
863,Dubois,DB,young,60,P,e,1,1,1,13.0,17.7,16.6,1,0,1,2.19,29,0.259,0.156,0.415
864,Dubois,DB,young,60,A,e,1,0,0,5.5,,,0,,,,,,,
865,SR45,SR,mature,0,S,n,1,1,1,9.0,24.8,15.4,2,0,1,2.09,11,0.205,0.218,0.423
866,SR45,SR,mature,0,S,n,1,1,1,8.0,16.2,26.3,2,0,2,3.50,17,0.786,0.375,1.161
867,SR45,SR,mature,0,D,n,0,0,0,8.0,,,,,,,,,,
868,SR45,SR,mature,0,D,n,1,0,0,6.0,,,1,,,,,,,
869,SR45,SR,mature,0,R,n,1,1,1,18.5,40.5,40.9,1,3,1,4.78,21,2.051,1.649,3.7
870,SR45,SR,mature,0,R,n,1,1,1,20.0,49.8,49.8,2,1,2,5.53,17,2.293,1.648,3.941
871,SR45,SR,mature,0,H,e,0,0,0,5.0,,,,,,,,,,
872,SR45,SR,mature,0,H,e,1,0,0,13.0,,,0,,,,,,,
873,SR45,SR,mature,0,P,e,0,0,0,8.0,,,,,,,,,,
874,SR45,SR,mature,0,P,e,1,0,0,5.0,,,2,,,,,,,
875,SR45,SR,mature,0,A,e,0,0,0,10.5,,,,,,,,,,
876,SR45,SR,mature,0,A,e,1,0,0,10.0,,,1,,,,,,,
877,SR45,SR,mature,0,A,e,0,0,0,9.0,,,,,,,,,,
878,SR45,SR,mature,0,R,n,1,1,1,18.5,37.2,18.8,3,2,1,5.31,11,1.183,0.636,1.819
879,SR45,SR,mature,0,D,n,1,1,0,8.5,,,,2,,,,,,
880,SR45,SR,mature,0,A,e,0,0,0,10.5,,,,,,,,,,
881,SR45,SR,mature,0,S,n,1,0,0,6.0,,,1,,,,,,,
882,SR45,SR,mature,0,H,e,1,0,0,8.0,,,1,,,,,,,
883,SR45,SR,mature,0,R,n,1,1,1,20.0,27.7,29.9,2,3,3,3.82,6,1.02,0.89,1.91
884,SR45,SR,mature,0,S,n,1,1,1,6.5,18.9,16.6,1,1,1,2.75,19,0.556,0.431,0.987
885,SR45,SR,mature,0,P,e,1,1,1,13.0,27.4,25.2,0,1,1,2.65,63,0.915,0.401,1.316
886,SR45,SR,mature,0,H,e,1,0,0,6.0,,,0,,,,,,,
887,SR45,SR,mature,0,P,e,1,0,0,7.0,,,0,,,,,,,
888,SR45,SR,mature,0,D,n,0,0,0,7.5,,,,,,,,,,
889,SR45,SR,mature,5,S,n,1,1,1,10.0,16.9,18.2,2,1,1,2.16,7,0.266,0.228,0.494
890,SR45,SR,mature,5,D,n,1,1,1,6.5,18.1,19.0,0,4,1,2.87,7,0.446,0.311,0.757
891,SR45,SR,mature,5,S,n,1,1,1,7.5,28.3,28.4,2,1,1,3.13,12,0.625,0.494,1.119
892,SR45,SR,mature,5,D,n,1,1,1,6.0,17.3,19.9,2,2,3,2.47,5,0.312,0.151,0.463
893,SR45,SR,mature,5,R,n,1,1,1,16.0,28.5,29.5,,1,2,3.91,4,0.705,0.379,1.084
894,SR45,SR,mature,5,R,n,1,1,1,16.0,29.6,30.2,1,2,1,2.75,4,0.616,0.492,1.108
895,SR45,SR,mature,5,H,e,1,0,0,8.5,,,5,,,,,,,
896,SR45,SR,mature,5,A,e,1,1,1,9.5,19.6,21.2,2,1,1,2.29,27,0.489,0.279,0.768
897,SR45,SR,mature,5,P,e,1,1,1,10.0,36.0,36.6,0,0,1,2.59,65,0.987,0.431,1.418
898,SR45,SR,mature,5,P,e,1,1,1,8.0,27.9,32.5,0,1,0,3.02,59,0.687,0.504,1.191
899,SR45,SR,mature,5,H,e,1,1,1,11.0,25.1,25.0,0,1,1,2.66,47,0.504,0.383,0.887
900,SR45,SR,mature,5,A,e,1,1,1,12.5,15.3,15.8,1,0,0,1.32,5,0.128,0.014,0.142
901,SR45,SR,mature,5,S,n,1,0,0,6.5,,,1,,,,,,,
902,SR45,SR,mature,5,R,n,1,1,1,18.0,32.8,33.3,1,1,1,4.91,8,0.852,0.338,1.19
903,SR45,SR,mature,5,A,e,1,1,1,6.0,15.2,12.5,0,1,1,2.10,12,0.172,0.085,0.257
904,SR45,SR,mature,5,S,n,1,1,1,9.0,38.4,39.4,0,0,1,4.29,39,1.777,1.261,3.038
905,SR45,SR,mature,5,P,e,0,0,0,5.0,,,,,,,,,,
906,SR45,SR,mature,5,A,e,1,1,1,8.0,19.6,20.5,0,0,1,2.12,22,0.324,0.282,0.606
907,SR45,SR,mature,5,H,e,1,1,1,13.0,22.9,23.8,0,0,1,4.28,65,0.752,0.483,1.235
908,SR45,SR,mature,5,P,e,0,0,0,9.0,,,,,,,,,,
909,SR45,SR,mature,5,D,n,1,1,0,6.5,,,0,4,,,,,,
910,SR45,SR,mature,5,D,n,1,0,0,6.0,,,1,,,,,,,
911,SR45,SR,mature,5,R,n,1,1,1,15.0,31.7,33.1,2,3,2,2.35,7,0.457,0.468,0.925
912,SR45,SR,mature,5,H,e,1,1,1,11.0,25.1,26.2,0,1,1,2.90,49,0.655,0.651,1.306
913,SR45,SR,mature,10,R,n,1,0,0,18.0,,,5,,,,,,,
914,SR45,SR,mature,10,R,n,1,1,1,15.5,24.8,26.4,2,3,1,2.04,8,0.362,0.423,0.785
915,SR45,SR,mature,10,S,n,1,1,1,5.5,11.9,12.5,0,1,1,2.15,18,0.189,0.222,0.411
916,SR45,SR,mature,10,D,n,1,1,1,7.5,17.6,21.5,1,3,1,2.32,9,0.407,0.188,0.595
917,SR45,SR,mature,10,S,n,1,1,1,7.0,15.2,15.0,0,0,1,2.25,11,0.26,0.161,0.421
918,SR45,SR,mature,10,D,n,1,1,1,8.0,18.8,20.5,1,1,2,1.98,8,0.25,0.083,0.333
919,SR45,SR,mature,10,P,e,1,0,0,4.0,,,1,,,,,,,
920,SR45,SR,mature,10,H,e,1,1,1,8.5,22.4,13.7,2,1,0,2.35,21,0.283,0.071,0.354
921,SR45,SR,mature,10,H,e,1,1,1,7.5,15.8,15.8,1,1,1,3.34,24,0.27,0.095,0.365
922,SR45,SR,mature,10,A,e,1,1,1,6.5,5.6,,1,1,,,,,,
923,SR45,SR,mature,10,A,e,1,1,1,10.5,23.3,14.6,1,1,1,2.09,30,0.233,0.08,0.313
924,SR45,SR,mature,10,P,e,1,1,1,14.0,36.2,35.3,0,0,0,2.51,138,0.755,0.538,1.293
925,SR45,SR,mature,10,P,e,1,0,0,4.5,,,1,,,,,,,
926,SR45,SR,mature,10,R,n,1,0,0,8.0,,,2,,,,,,,
927,SR45,SR,mature,10,A,e,1,1,1,8.5,27.8,27.8,0,0,0,2.59,34,0.559,0.283,0.842
928,SR45,SR,mature,10,A,e,1,1,0,9.0,,,0,1,,,,,,
929,SR45,SR,mature,10,H,e,1,1,1,11.5,11.6,11.9,3,0,1,2.26,50,0.328,0.173,0.501
930,SR45,SR,mature,10,D,n,1,1,0,5.0,,,1,2,,,,,,
931,SR45,SR,mature,10,R,n,1,1,1,14.5,24.1,24.5,2,3,3,2.17,2,0.414,0.18,0.594
932,SR45,SR,mature,10,S,n,1,1,1,3.0,13.2,14.0,1,2,0,2.00,9,0.21,0.2,0.41
933,SR45,SR,mature,10,S,n,1,1,1,9.0,19.0,19.2,2,1,1,3.25,15,0.444,0.409,0.853
934,SR45,SR,mature,10,D,n,1,0,0,4.5,,,0,,,,,,,
935,SR45,SR,mature,10,H,e,1,1,1,16.0,22.0,21.2,1,1,1,3.62,54,0.564,0.292,0.856
936,SR45,SR,mature,10,P,e,1,0,0,5.0,,,5,,,,,,,
937,SR45,SR,mature,20,S,n,1,1,1,12.0,15.7,15.5,0,1,1,2.17,7,0.229,0.301,0.53
938,SR45,SR,mature,20,S,n,1,1,1,9.0,18.2,17.1,1,1,1,2.43,10,0.285,0.311,0.596
939,SR45,SR,mature,20,D,n,1,0,0,6.0,,,1,,,,,,,
940,SR45,SR,mature,20,D,n,0,0,0,5.0,,,,,,,,,,
941,SR45,SR,mature,20,R,n,1,1,1,16.0,23.4,24.1,1,1,4,2.97,1,0.321,0.116,0.437
942,SR45,SR,mature,20,R,n,1,1,1,18.0,19.8,17.7,3,1,3,1.85,3,0.21,0.11,0.32
943,SR45,SR,mature,20,H,e,1,1,1,14.0,16.1,16.5,1,1,0,3.05,92,0.456,0.377,0.833
944,SR45,SR,mature,20,P,e,1,0,0,12.0,,,1,,,,,,,
945,SR45,SR,mature,20,H,e,1,1,1,12.0,27.3,28.9,0,1,0,3.48,72,0.656,0.539,1.195
946,SR45,SR,mature,20,A,e,1,0,0,11.5,,,0,,,,,,,
947,SR45,SR,mature,20,P,e,0,0,0,4.5,,,,,,,,,,
948,SR45,SR,mature,20,A,e,1,1,1,10.5,5.4,,0,0,,,,,,
949,SR45,SR,mature,20,A,e,1,1,1,12.5,12.8,15.2,0,1,1,1.79,8,0.206,0.03,0.236
950,SR45,SR,mature,20,H,e,1,1,1,6.0,12.5,9.2,0,2,1,1.82,3,0.093,0.027,0.12
951,SR45,SR,mature,20,R,n,1,1,1,18.0,17.6,,5,,,,,,,
952,SR45,SR,mature,20,P,e,1,1,1,4.0,8.3,9.5,3,0,0,2.22,20,0.173,0.134,0.307
953,SR45,SR,mature,20,R,n,1,1,1,25.0,32.4,32.8,2,1,2,4.40,13,1.045,0.769,1.814
954,SR45,SR,mature,20,S,n,1,1,1,9.0,24.4,24.6,1,1,1,2.99,16,0.535,0.408,0.943
955,SR45,SR,mature,20,D,n,0,0,0,8.0,,,,,,,,,,
956,SR45,SR,mature,20,A,e,1,0,0,11.5,,,0,,,,,,,
957,SR45,SR,mature,20,P,e,1,1,1,9.0,18.7,14.4,0,1,0,2.36,18,0.364,0.116,0.48
958,SR45,SR,mature,20,S,n,1,1,1,10.0,13.3,14.4,0,2,1,2.24,8,0.207,0.153,0.36
959,SR45,SR,mature,20,H,e,1,1,1,3.5,6.4,8.2,1,0,0,1.33,8,0.066,0.038,0.104
960,SR45,SR,mature,20,D,n,0,0,0,6.5,,,,,,,,,,
961,SR45,SR,mature,40,S,n,1,1,1,9.5,16.3,16.9,1,0,1,2.31,17,0.278,0.3,0.578
962,SR45,SR,mature,40,D,n,1,0,1,4.0,,18.4,1,,2,2.16,4,0.23,0.197,0.427
963,SR45,SR,mature,40,S,n,1,1,1,8.0,23.6,22.9,0,0,1,3.20,10,0.573,0.566,1.139
964,SR45,SR,mature,40,R,n,1,1,1,18.0,21.7,21.0,0,1,2,2.32,5,0.298,0.228,0.526
965,SR45,SR,mature,40,D,n,1,1,1,6.0,11.9,13.1,1,1,1,1.80,2,0.144,0.022,0.166
966,SR45,SR,mature,40,R,n,1,1,1,14.5,23.4,22.4,1,2,4,2.73,2,0.251,0.044,0.295
967,SR45,SR,mature,40,P,e,1,1,1,14.0,16.7,17.5,0,1,0,2.91,96,0.676,0.377,1.053
968,SR45,SR,mature,40,H,e,1,1,1,8.0,21.2,16.3,1,0,2,2.80,7,0.311,0.019,0.33
969,SR45,SR,mature,40,A,e,1,1,1,14.0,44.2,47.9,1,0,1,3.89,47,1.271,1.004,2.275
970,SR45,SR,mature,40,H,e,1,1,1,7.0,10.1,10.8,1,1,1,2.42,14,0.169,0.083,0.252
971,SR45,SR,mature,40,P,e,1,1,1,14.0,23.9,25.0,0,0,0,2.41,63,0.496,0.341,0.837
972,SR45,SR,mature,40,A,e,1,1,1,16.0,32.5,34.1,0,1,2,3.17,41,0.601,0.435,1.036
973,SR45,SR,mature,40,S,n,1,1,1,8.5,26.0,25.9,0,1,1,3.10,23,0.667,0.558,1.225
974,SR45,SR,mature,40,P,e,1,1,1,13.0,34.3,42.4,0,1,0,3.35,67,1.141,0.727,1.868
975,SR45,SR,mature,40,S,n,1,1,1,10.0,24.8,24.8,0,1,2,3.26,18,0.569,0.546,1.115
976,SR45,SR,mature,40,D,n,1,0,0,5.0,,,1,,,,,,,
977,SR45,SR,mature,40,H,e,1,1,1,13.5,29.4,29.8,0,1,0,5.78,67,0.754,0.785,1.539
978,SR45,SR,mature,40,A,e,1,1,1,12.5,22.3,24.7,0,0,1,2.63,19,0.442,0.174,0.616
979,SR45,SR,mature,40,A,e,1,1,1,5.0,18.6,19.0,0,0,1,2.09,25,0.285,0.312,0.597
980,SR45,SR,mature,40,D,n,1,0,0,3.0,,,5,,,,,,,
981,SR45,SR,mature,40,H,e,1,1,1,9.0,17.2,17.2,0,1,0,4.23,77,0.822,0.474,1.296
982,SR45,SR,mature,40,P,e,1,0,0,6.0,,,0,,,,,,,
983,SR45,SR,mature,40,R,n,1,1,1,14.5,21.0,22.1,0,2,1,2.89,9,0.353,0.178,0.531
984,SR45,SR,mature,40,R,n,1,1,1,17.0,25.9,26.3,1,2,2,4.00,7,0.654,0.516,1.17
985,SR45,SR,mature,60,D,n,1,0,0,8.0,,,0,,,,,,,
986,SR45,SR,mature,60,D,n,0,0,0,5.0,,,,,,,,,,
987,SR45,SR,mature,60,S,n,1,1,1,16.5,7.2,13.1,0,0,1,1.47,5,0.091,0.018,0.109
988,SR45,SR,mature,60,R,n,1,1,1,14.5,18.4,18.6,1,2,2,1.89,3,0.19,0.11,0.3
989,SR45,SR,mature,60,S,n,1,1,1,16.0,16.4,16.4,0,0,1,2.73,13,0.299,0.351,0.65
990,SR45,SR,mature,60,R,n,1,1,1,15.0,9.4,11.4,0,0,0,1.48,2,0.107,0.013,0.12
991,SR45,SR,mature,60,A,e,1,1,1,11.0,14.6,19.8,0,1,0,1.36,12,0.091,0.03,0.121
992,SR45,SR,mature,60,P,e,1,1,1,13.0,16.8,17.0,0,0,0,2.63,83,0.418,0.2,0.618
993,SR45,SR,mature,60,A,e,1,1,1,13.5,8.2,8.7,0,1,2,1.17,9,0.035,0.033,0.068
994,SR45,SR,mature,60,H,e,1,1,1,9.0,17.3,23.3,0,1,1,2.03,30,0.363,0.128,0.491
995,SR45,SR,mature,60,H,e,1,1,1,13.5,13.9,14.3,1,1,1,1.85,17,0.156,0.121,0.277
996,SR45,SR,mature,60,P,e,1,0,0,3.0,,,0,,,,,,,
997,SR45,SR,mature,60,D,n,0,0,0,6.0,,,,,,,,,,
998,SR45,SR,mature,60,P,e,1,0,0,5.0,,,0,,,,,,,
999,SR45,SR,mature,60,S,n,1,1,1,8.5,16.4,14.6,0,0,0,1.91,12,0.148,0.098,0.246
1000,SR45,SR,mature,60,H,e,1,1,1,5.0,7.0,7.2,1,3,1,1.03,6,0.049,0.006,0.055
1001,SR45,SR,mature,60,D,n,1,0,0,5.0,,,1,,,,,,,
1002,SR45,SR,mature,60,R,n,1,1,1,20.5,17.3,18.5,,3,3,3.05,3,0.296,0.039,0.335
1003,SR45,SR,mature,60,P,e,1,0,0,4.0,,,0,,,,,,,
1004,SR45,SR,mature,60,A,e,1,1,1,13.0,25.5,26.2,0,1,1,2.16,20,0.281,0.184,0.465
1005,SR45,SR,mature,60,A,e,1,1,1,8.0,17.5,22.7,0,1,1,1.33,4,0.152,0.047,0.199
1006,SR45,SR,mature,60,H,e,1,1,1,11.5,16.8,18.6,0,1,0,2.93,36,0.32,0.124,0.444
1007,SR45,SR,mature,60,S,n,0,0,0,24.5,,,,,,,,,,
1008,SR45,SR,mature,60,R,n,1,1,1,17.5,21.4,22.2,,1,1,3.88,7,0.461,0.126,0.587
1009,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1010,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1011,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1012,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1013,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1014,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1015,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1016,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1017,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1018,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1019,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1020,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1021,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1022,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1023,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1024,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1025,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1026,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
1027,Headquarters,HQ,mature,0,,,,,,,,,,,,,,,,
