"num","site","age","distance","species","native_exotic","height2006_cm","survival2004","survival2005","survival2006","herbivory2004","herbivory2005","herbivory_2006","htspri",""
"1712","Forest Road","mature","60","H","e","8","1","1","","1","1","","17.8",""
"1713","Forest Road","mature","60","P","e","6","1","1","","1","0","","12.6",""
"1714","Forest Road","mature","60","P","e","15.5","1","1","","1","1","","24.9",""
"1715","Forest Road","mature","60","A","e","10","1","1","","0","0","","16.3",""
"1716","Forest Road","mature","60","A","e","8.5","1","1","0","0","","","",""
"1717","Forest Road","mature","60","D","n","6.5","1","1","","1","1","","20.8",""
"1718","Forest Road","mature","60","H","e","10.5","1","1","","2","1","","",""
"1719","Forest Road","mature","60","S","n","8","1","1","","0","2","","17.4",""
"1720","Forest Road","mature","60","R","n","16.5","1","1","","3","1","","27.8",""
"1721","Forest Road","mature","60","P","e","14","1","1","","1","1","","21.8",""
"1722","Forest Road","mature","60","S","n","5.5","1","1","","1","2","","14.1",""
"1723","Forest Road","mature","60","H","e","7.5","1","1","","0","1","","10.9",""
"1724","Forest Road","mature","60","A","e","8.5","1","0","0","1","","","",""
"1725","Forest Road","mature","60","D","n","7","1","0","0","3","","","",""
"1726","Forest Road","mature","60","P","e","16","1","1","","1","0","","33.1",""
"1727","Forest Road","mature","60","R","n","15","1","1","","1","1","","24.5",""
"1728","Forest Road","mature","60","A","e","8","1","1","","1","1","","13.3",""
