"num","site","age","distance","species","native_exotic","height2006_cm","survival2004","survival2005","survival2006","herbivory2004","herbivory2005","herbivory_2006","htspri",""
"980","SR45","mature","40","D","n","3","1","0","0","5","","","",""
"981","SR45","mature","40","H","e","9","1","1","","0","1","","17.2",""
"982","SR45","mature","40","P","e","6","1","0","0","0","","","",""
"983","SR45","mature","40","R","n","14.5","1","1","","0","2","","21",""
"984","SR45","mature","40","R","n","17","1","1","","1","2","","25.9",""
"985","SR45","mature","60","D","n","8","1","0","0","0","","","",""
"986","SR45","mature","60","D","n","5","0","0","0","","","","",""
"987","SR45","mature","60","S","n","16.5","1","1","","0","0","","7.2",""
"988","SR45","mature","60","R","n","14.5","1","1","","1","2","","18.4",""
"989","SR45","mature","60","S","n","16","1","1","","0","0","","16.4",""
"990","SR45","mature","60","R","n","15","1","1","","0","0","","9.4",""
"991","SR45","mature","60","A","e","11","1","1","","0","1","","14.6",""
"992","SR45","mature","60","P","e","13","1","1","","0","0","","16.8",""
"993","SR45","mature","60","A","e","13.5","1","1","","0","1","","8.2",""
"994","SR45","mature","60","H","e","9","1","1","","0","1","","17.3",""
"995","SR45","mature","60","H","e","13.5","1","1","","1","1","","13.9",""
"996","SR45","mature","60","P","e","3","1","0","0","0","","","",""
"997","SR45","mature","60","D","n","6","0","0","0","","","","",""
"998","SR45","mature","60","P","e","5","1","0","0","0","","","",""
"999","SR45","mature","60","S","n","8.5","1","1","","0","0","","16.4",""
"1000","SR45","mature","60","H","e","5","1","1","","1","3","","7",""
"1001","SR45","mature","60","D","n","5","1","0","0","1","","","",""
"1002","SR45","mature","60","R","n","20.5","1","1","","","3","","17.3",""
"1003","SR45","mature","60","P","e","4","1","0","0","0","","","",""
"1004","SR45","mature","60","A","e","13","1","1","","0","1","","25.5",""
"1005","SR45","mature","60","A","e","8","1","1","","0","1","","17.5",""
"1006","SR45","mature","60","H","e","11.5","1","1","","0","1","","16.8",""
"1007","SR45","mature","60","S","n","24.5","0","0","0","","","","",""
"1008","SR45","mature","60","R","n","17.5","1","1","","","1","","21.4",""
"1009","Headquarters","mature","0","","","","","","","","","","",""
"1010","Headquarters","mature","0","","","","","","","","","","",""
"1011","Headquarters","mature","0","","","","","","","","","","",""
"1012","Headquarters","mature","0","","","","","","","","","","",""
"1013","Headquarters","mature","0","","","","","","","","","","",""
"1014","Headquarters","mature","0","","","","","","","","","","",""
"1015","Headquarters","mature","0","","","","","","","","","","",""
"1016","Headquarters","mature","0","","","","","","","","","","",""
"1017","Headquarters","mature","0","","","","","","","","","","",""
"1018","Headquarters","mature","0","","","","","","","","","","",""
"1019","Headquarters","mature","0","","","","","","","","","","",""
"1020","Headquarters","mature","0","","","","","","","","","","",""
"1021","Headquarters","mature","0","","","","","","","","","","",""
"1022","Headquarters","mature","0","","","","","","","","","","",""
"1023","Headquarters","mature","0","","","","","","","","","","",""
"1024","Headquarters","mature","0","","","","","","","","","","",""
"1025","Headquarters","mature","0","","","","","","","","","","",""
"1026","Headquarters","mature","0","","","","","","","","","","",""
"1027","Headquarters","mature","0","","","","","","","","","","",""
"1028","Headquarters","mature","0","","","","","","","","","","",""
"1029","Headquarters","mature","0","","","","","","","","","","",""
"1030","Headquarters","mature","0","","","","","","","","","","",""
"1031","Headquarters","mature","0","","","","","","","","","","",""
"1032","Headquarters","mature","0","","","","","","","","","","",""
"1033","Headquarters","mature","5","S","n","7.5","1","1","","2","0","","14.8",""
"1034","Headquarters","mature","5","D","n","9","1","1","","2","3","","35.9",""
"1035","Headquarters","mature","5","R","n","22","1","1","","1","1","","30.5",""
"1036","Headquarters","mature","5","S","n","7","1","1","","3","1","","17.9",""
"1037","Headquarters","mature","5","D","n","6","1","1","","2","3","","28.1",""
"1038","Headquarters","mature","5","R","n","19.5","1","1","","1","1","","33.1",""
"1039","Headquarters","mature","5","H","e","13","1","1","","0","0","","35.2",""
"1040","Headquarters","mature","5","A","e","5","1","0","0","1","","","",""
"1041","Headquarters","mature","5","H","e","10.5","1","1","","1","0","","16.4",""
"1042","Headquarters","mature","5","A","e","3","1","0","0","1","","","",""
"1043","Headquarters","mature","5","P","e","16","1","1","","0","0","","36.8",""
"1044","Headquarters","mature","5","P","e","11.5","1","1","","1","0","","37.8",""
"1045","Headquarters","mature","5","A","e","5.5","1","1","","0","0","","",""
"1046","Headquarters","mature","5","R","n","21","1","1","","3","1","","24.4",""
"1047","Headquarters","mature","5","R","n","18.5","1","1","","2","2","","26.5",""
"1048","Headquarters","mature","5","P","e","16.5","1","1","","1","1","","30.8",""
"1049","Headquarters","mature","5","D","n","6","1","1","","1","0","","19.4",""
"1050","Headquarters","mature","5","S","n","5","1","0","0","0","","","",""
"1051","Headquarters","mature","5","A","e","4","1","0","0","0","","","",""
"1052","Headquarters","mature","5","P","e","14.5","1","1","","1","1","","26.1",""
"1053","Headquarters","mature","5","H","e","6.5","1","1","","0","1","","18.8",""
"1054","Headquarters","mature","5","D","n","8","1","1","","1","1","","29.1",""
"1055","Headquarters","mature","5","H","e","11.5","1","1","","0","1","","18.5",""
"1056","Headquarters","mature","5","S","n","5","1","0","0","1","","","",""
"1057","Headquarters","mature","10","R","n","18.5","1","1","","2","0","","27.8",""
"1058","Headquarters","mature","10","D","n","5.5","1","1","","2","4","","",""
"1059","Headquarters","mature","10","S","n","5","1","1","","1","1","","16.9",""
"1060","Headquarters","mature","10","R","n","21","1","1","","2","3","","35.5",""
"1061","Headquarters","mature","10","D","n","8.5","1","1","","3","4","","",""
"1062","Headquarters","mature","10","S","n","12","1","1","","3","1","","17.4",""
"1063","Headquarters","mature","10","P","e","13","1","1","","0","1","","17.8",""
"1064","Headquarters","mature","10","A","e","5.5","1","0","0","1","","","",""
"1065","Headquarters","mature","10","H","e","15.5","1","1","","1","0","","19.6",""
"1066","Headquarters","mature","10","P","e","13","1","1","","0","1","","26.6",""
"1067","Headquarters","mature","10","A","e","6","1","0","0","0","","","",""
"1068","Headquarters","mature","10","H","e","13","1","1","","1","0","","30.2",""
"1069","Headquarters","mature","10","H","e","7.5","1","1","","0","1","","27.5",""
"1070","Headquarters","mature","10","H","e","17.5","1","1","","0","0","","21.4",""
"1071","Headquarters","mature","10","P","e","11","1","1","","1","0","","17.6",""
"1072","Headquarters","mature","10","A","e","4.5","1","0","0","1","","","",""
"1073","Headquarters","mature","10","D","n","8.5","1","1","","1","2","","18.5",""
"1074","Headquarters","mature","10","S","n","14.5","1","1","","1","2","","17.5",""
"1075","Headquarters","mature","10","P","e","16","1","1","","1","0","","27.9",""
"1076","Headquarters","mature","10","A","e","2.5","1","1","","2","2","","",""
"1077","Headquarters","mature","10","R","n","18.5","1","1","","1","1","","18.3",""
"1078","Headquarters","mature","10","R","n","15.5","1","1","","3","1","","18.4",""
"1079","Headquarters","mature","10","D","n","8","1","1","","3","2","","18.3",""
"1080","Headquarters","mature","10","S","n","8","1","1","","1","2","","19",""
"1081","Headquarters","mature","20","D","n","8.5","0","0","0","","","","",""
"1082","Headquarters","mature","20","S","n","4","0","0","0","","","","",""
"1083","Headquarters","mature","20","D","n","7","0","0","0","","","","",""
"1084","Headquarters","mature","20","R","n","20.5","1","1","","1","1","","27.7",""
"1085","Headquarters","mature","20","S","n","7","1","1","","3","1","","17.9",""
"1086","Headquarters","mature","20","R","n","17","1","1","","0","1","","38.7",""
"1087","Headquarters","mature","20","P","e","17","1","0","0","1","","","",""
"1088","Headquarters","mature","20","H","e","12","1","1","","0","0","","15.3",""
"1089","Headquarters","mature","20","A","e","5.5","1","0","0","0","","","",""
"1090","Headquarters","mature","20","P","e","12","1","1","","0","0","","12.6",""
"1091","Headquarters","mature","20","H","e","9.5","1","1","","0","0","","7.8",""
"1092","Headquarters","mature","20","A","e","4.5","0","0","0","","","","",""
"1093","Headquarters","mature","20","D","n","15.5","1","0","0","0","","","",""
"1094","Headquarters","mature","20","R","n","15","1","1","","1","2","","25.8",""
"1095","Headquarters","mature","20","A","e","6.5","1","1","","1","1","","24.9",""
"1096","Headquarters","mature","20","S","n","16","1","1","","1","1","","22.2",""
"1097","Headquarters","mature","20","P","e","13","1","1","","1","1","","31.1",""
"1098","Headquarters","mature","20","H","e","15.5","1","1","","0","0","","19.6",""
"1099","Headquarters","mature","20","P","e","17","1","0","0","1","","","",""
"1100","Headquarters","mature","20","D","n","7","1","1","","1","1","","15.3",""
"1101","Headquarters","mature","20","S","n","9","1","1","","1","1","","19",""
"1102","Headquarters","mature","20","H","e","12","1","1","","1","0","","17.2",""
"1103","Headquarters","mature","20","R","n","18.5","1","0","0","3","","","",""
"1104","Headquarters","mature","20","A","e","11.5","1","1","","0","1","","26.6",""
"1105","Headquarters","mature","40","S","n","8.5","1","1","","2","0","","14.2",""
"1106","Headquarters","mature","40","R","n","15","1","0","0","1","","","",""
"1107","Headquarters","mature","40","S","n","6","1","1","","0","3","","9.3",""
"1108","Headquarters","mature","40","R","n","18","1","1","","1","1","","20.3",""
"1109","Headquarters","mature","40","D","n","18","0","0","0","","","","",""
"1110","Headquarters","mature","40","D","n","18.5","1","0","0","5","","","",""
"1111","Headquarters","mature","40","P","e","6","1","0","0","0","","","",""
"1112","Headquarters","mature","40","H","e","12","1","1","","1","1","","10.4",""
"1113","Headquarters","mature","40","H","e","11.5","1","1","","0","1","","11.8",""
"1114","Headquarters","mature","40","P","e","16","0","0","0","","","","",""
"1115","Headquarters","mature","40","A","e","8","1","0","0","0","","","",""
"1116","Headquarters","mature","40","A","e","14.5","0","0","0","","","","",""
"1117","Headquarters","mature","40","S","n","8","1","1","","1","0","","18.3",""
"1118","Headquarters","mature","40","P","e","17.5","1","1","","1","1","","16.7",""
"1119","Headquarters","mature","40","S","n","10","1","1","","1","0","","17.4",""
"1120","Headquarters","mature","40","P","e","17","1","1","","0","0","","23.8",""
"1121","Headquarters","mature","40","H","e","14","1","1","","0","0","","26",""
"1122","Headquarters","mature","40","A","e","9.5","0","0","0","","","","",""
"1123","Headquarters","mature","40","R","n","21","1","1","","2","2","","27.2",""
"1124","Headquarters","mature","40","A","e","4","1","0","0","0","","","",""
"1125","Headquarters","mature","40","H","e","8.5","1","1","","1","1","","8.8",""
"1126","Headquarters","mature","40","D","n","17","0","0","0","","","","",""
"1127","Headquarters","mature","40","R","n","17","1","1","","1","1","","14",""
"1128","Headquarters","mature","40","D","n","19.5","0","0","0","","","","",""
"1129","Headquarters","mature","60","S","n","10.5","1","1","","5","3","","7.1",""
"1130","Headquarters","mature","60","D","n","9.5","0","0","0","","","","",""
"1131","Headquarters","mature","60","R","n","23","1","0","0","5","","","",""
"1132","Headquarters","mature","60","S","n","3.5","1","0","0","0","","","",""
"1133","Headquarters","mature","60","D","n","8","1","0","0","5","","","",""
"1134","Headquarters","mature","60","R","n","6.5","1","0","0","3","","","",""
"1135","Headquarters","mature","60","A","e","7","1","0","0","0","","","",""
"1136","Headquarters","mature","60","P","e","7","1","1","","1","0","","14.8",""
"1137","Headquarters","mature","60","P","e","13.5","1","0","0","0","","","",""
"1138","Headquarters","mature","60","H","e","17","1","1","","1","0","","12.8",""
"1139","Headquarters","mature","60","A","e","11","1","0","0","2","","","",""
"1140","Headquarters","mature","60","H","e","9","1","1","","0","0","","",""
"1141","Headquarters","mature","60","H","e","13","1","1","","0","1","","24.9",""
"1142","Headquarters","mature","60","D","n","14.5","0","0","0","","","","",""
"1143","Headquarters","mature","60","R","n","19.5","1","1","","1","1","","31",""
"1144","Headquarters","mature","60","R","n","20.5","1","1","","2","1","","30.2",""
"1145","Headquarters","mature","60","H","e","8.5","1","1","","1","0","","19.2",""
"1146","Headquarters","mature","60","S","n","14","1","1","","0","0","","25.3",""
"1147","Headquarters","mature","60","P","e","17","1","1","","0","0","","24.7",""
"1148","Headquarters","mature","60","A","e","6","1","1","","0","0","","6.1",""
"1149","Headquarters","mature","60","A","e","4","1","0","0","1","","","",""
"1150","Headquarters","mature","60","P","e","14.5","1","1","","0","0","","20.5",""
"1151","Headquarters","mature","60","S","n","7","1","1","","0","1","","15.3",""
"1152","Headquarters","mature","60","D","n","8","0","0","0","","","","",""
"1153","Duckworth Rd","mature","0","S","n","8.5","1","1","","0","1","","13.8",""
"1154","Duckworth Rd","mature","0","R","n","17","1","1","","1","3","","20.5",""
"1155","Duckworth Rd","mature","0","R","n","16","1","1","","2","3","","11.7",""
"1156","Duckworth Rd","mature","0","D","n","6","1","1","","0","0","","11.3",""
"1157","Duckworth Rd","mature","0","D","n","15.5","0","0","0","","","","",""
"1158","Duckworth Rd","mature","0","S","n","8","1","1","","0","0","","13.2",""
"1159","Duckworth Rd","mature","0","H","e","8.5","1","1","","0","1","","6.2",""
"1160","Duckworth Rd","mature","0","P","e","9.5","1","1","","2","0","","6.1",""
"1161","Duckworth Rd","mature","0","P","e","10","1","1","","3","0","","4.8",""
"1162","Duckworth Rd","mature","0","A","e","13","1","1","","1","1","","27.4",""
"1163","Duckworth Rd","mature","0","A","e","11.5","1","1","","0","1","","22.6",""
"1164","Duckworth Rd","mature","0","H","e","15","1","1","","1","1","","16.4",""
"1165","Duckworth Rd","mature","0","P","e","11","1","1","","0","0","","22.1",""
"1166","Duckworth Rd","mature","0","D","n","14","0","0","0","","","","",""
"1167","Duckworth Rd","mature","0","P","e","14","1","1","","1","0","","20.5",""
"1168","Duckworth Rd","mature","0","S","n","6.5","1","1","","0","2","","14.2",""
"1169","Duckworth Rd","mature","0","A","e","11","1","1","","1","0","","24.3",""
"1170","Duckworth Rd","mature","0","R","n","14.5","1","1","","2","3","","",""
"1171","Duckworth Rd","mature","0","H","e","5","1","1","","1","0","","13.8",""
"1172","Duckworth Rd","mature","0","D","n","5","1","1","","1","1","","17.8",""
"1173","Duckworth Rd","mature","0","H","e","16","1","1","","0","1","","27",""
"1174","Duckworth Rd","mature","0","S","n","8","1","1","","0","0","","15.1",""
"1175","Duckworth Rd","mature","0","R","n","13","1","1","","0","2","","",""
"1176","Duckworth Rd","mature","0","A","e","10.5","1","1","","2","1","","20.9",""
"1177","Duckworth Rd","mature","5","R","n","15.5","1","1","","2","3","","22.5",""
"1178","Duckworth Rd","mature","5","R","n","19.5","1","1","","1","3","","26.5",""
"1179","Duckworth Rd","mature","5","D","n","13.5","1","0","0","1","","","",""
"1180","Duckworth Rd","mature","5","D","n","5","1","0","0","1","","","",""
"1181","Duckworth Rd","mature","5","S","n","3.5","1","1","","0","0","","11.7",""
"1182","Duckworth Rd","mature","5","S","n","11.5","1","1","","0","1","","27.8",""
"1183","Duckworth Rd","mature","5","P","e","6","1","1","","1","0","","18.9",""
"1184","Duckworth Rd","mature","5","H","e","10.5","1","1","","1","1","","17.9",""
"1185","Duckworth Rd","mature","5","H","e","12","1","1","","0","1","","18",""
"1186","Duckworth Rd","mature","5","P","e","11","1","1","","1","0","","10.6",""
"1187","Duckworth Rd","mature","5","A","e","11","1","1","","0","1","","32.1",""
"1188","Duckworth Rd","mature","5","A","e","12","1","1","","1","1","","28.6",""
"1189","Duckworth Rd","mature","5","H","e","12.5","1","1","","0","0","","18.1",""
"1190","Duckworth Rd","mature","5","S","n","4","1","1","","0","0","","12.7",""
"1191","Duckworth Rd","mature","5","S","n","6.5","1","1","","0","1","","8.4",""
"1192","Duckworth Rd","mature","5","R","n","21.5","1","1","","1","4","","29.4",""
"1193","Duckworth Rd","mature","5","D","n","6.5","1","1","","1","1","","15.2",""
"1194","Duckworth Rd","mature","5","H","e","4","1","1","","0","1","","13.4",""
"1195","Duckworth Rd","mature","5","A","e","15","1","1","","0","1","","32.4",""
"1196","Duckworth Rd","mature","5","R","n","17.5","1","1","","1","2","","19.1",""
"1197","Duckworth Rd","mature","5","D","n","8","1","0","0","1","","","",""
"1198","Duckworth Rd","mature","5","P","e","9.5","1","1","","0","0","","9.4",""
"1199","Duckworth Rd","mature","5","A","e","12.5","1","1","","0","1","","35",""
"1200","Duckworth Rd","mature","5","P","e","6","1","1","","0","0","","18.4",""
"1201","Duckworth Rd","mature","10","R","n","18.5","1","1","","1","2","","33.9",""
"1202","Duckworth Rd","mature","10","R","n","16","1","1","","1","3","","24.5",""
"1203","Duckworth Rd","mature","10","D","n","7","1","1","","0","2","","25.6",""
"1204","Duckworth Rd","mature","10","S","n","7.5","1","1","","0","1","","16.4",""
"1205","Duckworth Rd","mature","10","D","n","7","1","1","","1","2","","25.5",""
"1206","Duckworth Rd","mature","10","S","n","13","1","1","","2","1","","",""
"1207","Duckworth Rd","mature","10","A","e","9.5","1","1","","1","0","","34.5",""
"1208","Duckworth Rd","mature","10","H","e","13","1","1","","0","1","","21",""
"1209","Duckworth Rd","mature","10","P","e","8.5","1","1","","1","1","","19.1",""
"1210","Duckworth Rd","mature","10","H","e","10","0","0","0","","","","",""
"1211","Duckworth Rd","mature","10","P","e","5.5","1","1","","0","0","","4.9",""
"1212","Duckworth Rd","mature","10","A","e","9.5","1","1","","0","1","","16.3",""
"1213","Duckworth Rd","mature","10","H","e","12.5","1","1","","1","1","","11.3",""
"1214","Duckworth Rd","mature","10","A","e","7.5","1","1","","1","1","","33.6",""
"1215","Duckworth Rd","mature","10","R","n","14","1","1","","1","2","","24.5",""
"1216","Duckworth Rd","mature","10","A","e","10.5","1","1","","0","1","","41.3",""
"1217","Duckworth Rd","mature","10","H","e","9.5","1","1","","2","1","","20.3",""
"1218","Duckworth Rd","mature","10","D","n","7.5","1","1","","1","2","","21.4",""
"1219","Duckworth Rd","mature","10","D","n","5.5","1","1","","0","1","","26.4",""
"1220","Duckworth Rd","mature","10","P","e","9","1","1","","1","2","","44.4",""
"1221","Duckworth Rd","mature","10","S","n","8","1","0","0","0","","","",""
"1222","Duckworth Rd","mature","10","S","n","4","1","1","","0","1","","14.1",""
"1223","Duckworth Rd","mature","10","R","n","18.5","1","1","","1","2","","29.1",""
"1224","Duckworth Rd","mature","10","P","e","17.5","1","1","","1","1","","22.8",""
"1225","Duckworth Rd","mature","20","D","n","4","1","1","","0","1","","18.9",""
"1226","Duckworth Rd","mature","20","R","n","15.5","1","1","","1","1","","18.6",""
"1227","Duckworth Rd","mature","20","S","n","5","1","1","","1","1","","7.4",""
"1228","Duckworth Rd","mature","20","D","n","5.5","1","1","","1","1","","18.1",""
"1229","Duckworth Rd","mature","20","R","n","19.5","1","1","","1","2","","17.4",""
"1230","Duckworth Rd","mature","20","S","n","8.5","1","1","","1","1","","15.3",""
"1231","Duckworth Rd","mature","20","A","e","7.5","1","1","","0","2","","13.6",""
"1232","Duckworth Rd","mature","20","P","e","14","1","1","","0","1","","12.5",""
"1233","Duckworth Rd","mature","20","A","e","11","1","1","","0","1","","24.1",""
"1234","Duckworth Rd","mature","20","P","e","12.5","1","1","","1","0","","33.9",""
"1235","Duckworth Rd","mature","20","H","e","11","1","1","","0","1","","19.9",""
"1236","Duckworth Rd","mature","20","H","e","6.5","1","1","","1","1","","19.5",""
"1237","Duckworth Rd","mature","20","D","n","7","1","1","","1","1","","24.6",""
"1238","Duckworth Rd","mature","20","S","n","7","1","1","","1","0","","16.2",""
"1239","Duckworth Rd","mature","20","P","e","9.5","1","1","","0","1","","18",""
"1240","Duckworth Rd","mature","20","H","e","11.5","1","1","","0","0","","18",""
"1241","Duckworth Rd","mature","20","R","n","17","1","1","","3","1","","27.1",""
"1242","Duckworth Rd","mature","20","A","e","7.5","1","1","","0","1","","16.3",""
"1243","Duckworth Rd","mature","20","A","e","13","1","1","","1","2","","39.7",""
"1244","Duckworth Rd","mature","20","H","e","4","1","1","","0","0","","11.3",""
"1245","Duckworth Rd","mature","20","R","n","13.5","1","1","","3","1","","18.9",""
"1246","Duckworth Rd","mature","20","S","n","8","1","1","","2","1","","18.1",""
"1247","Duckworth Rd","mature","20","P","e","12.5","1","1","","1","1","","41.4",""
"1248","Duckworth Rd","mature","20","D","n","7.5","1","1","","1","4","","24.2",""
"1249","Duckworth Rd","mature","40","S","n","13.5","1","1","","1","1","","23.5",""
"1250","Duckworth Rd","mature","40","R","n","20","1","0","0","0","","","",""
"1251","Duckworth Rd","mature","40","D","n","5.5","1","1","","0","1","","22.5",""
"1252","Duckworth Rd","mature","40","D","n","8","1","1","","1","2","","25.2",""
"1253","Duckworth Rd","mature","40","S","n","5.5","1","1","","1","0","","16.5",""
"1254","Duckworth Rd","mature","40","R","n","16","1","1","","0","2","","22.9",""
"1255","Duckworth Rd","mature","40","P","e","11","1","1","","0","0","","29.8",""
"1256","Duckworth Rd","mature","40","H","e","4.5","1","1","","1","1","","19.5",""
"1257","Duckworth Rd","mature","40","A","e","9","1","1","","0","0","","20.7",""
"1258","Duckworth Rd","mature","40","H","e","11","1","1","","0","0","","20.6",""
"1259","Duckworth Rd","mature","40","P","e","11.5","1","1","","1","1","","20",""
"1260","Duckworth Rd","mature","40","A","e","9","1","0","0","0","","","",""
"1261","Duckworth Rd","mature","40","R","n","11.5","1","1","","1","3","","19.4",""
"1262","Duckworth Rd","mature","40","S","n","6.5","1","1","","0","1","","12.8",""
"1263","Duckworth Rd","mature","40","H","e","5.5","1","1","","1","0","","15.2",""
"1264","Duckworth Rd","mature","40","A","e","7","1","0","0","0","","","",""
"1265","Duckworth Rd","mature","40","R","n","15","1","1","","1","2","","14.6",""
"1266","Duckworth Rd","mature","40","S","n","9","1","1","","1","2","","22.3",""
"1267","Duckworth Rd","mature","40","H","e","11","1","1","","0","1","","27.2",""
"1268","Duckworth Rd","mature","40","P","e","11.5","1","0","0","1","","","14.2",""
"1269","Duckworth Rd","mature","40","D","n","5","1","1","","1","1","","16.5",""
"1270","Duckworth Rd","mature","40","P","e","12.5","1","1","","1","1","","35.2",""
"1271","Duckworth Rd","mature","40","D","n","18","1","0","0","3","","","",""
"1272","Duckworth Rd","mature","40","A","e","7","1","1","","0","1","","24.4",""
"1273","Duckworth Rd","mature","60","R","n","11","1","1","","2","1","","17.7",""
"1274","Duckworth Rd","mature","60","D","n","5","0","0","0","","","","",""
"1275","Duckworth Rd","mature","60","S","n","6.5","1","1","","0","1","","14.5",""
"1276","Duckworth Rd","mature","60","R","n","14","1","1","","2","1","","16.3",""
"1277","Duckworth Rd","mature","60","S","n","5","1","1","","0","1","","12.9",""
"1278","Duckworth Rd","mature","60","D","n","5","0","0","0","","","","",""
"1279","Duckworth Rd","mature","60","P","e","18.5","1","1","","1","1","","29.3",""
"1280","Duckworth Rd","mature","60","H","e","6","1","1","","1","2","","20.6",""
"1281","Duckworth Rd","mature","60","H","e","13","1","1","","0","1","","26.5",""
"1282","Duckworth Rd","mature","60","A","e","4","1","0","0","1","","","",""
"1283","Duckworth Rd","mature","60","A","e","14.5","1","1","","0","0","","15.9",""
"1284","Duckworth Rd","mature","60","P","e","13.5","1","1","","1","2","","20.2",""
"1285","Duckworth Rd","mature","60","P","e","17","1","1","","0","1","","25.1",""
"1286","Duckworth Rd","mature","60","R","n","15","1","1","","2","0","","15.4",""
"1287","Duckworth Rd","mature","60","A","e","11","1","1","","0","0","","",""
"1288","Duckworth Rd","mature","60","H","e","10","1","1","","1","0","","13.8",""
"1289","Duckworth Rd","mature","60","R","n","14","1","1","","1","1","","20.5",""
"1290","Duckworth Rd","mature","60","A","e","11","1","1","","0","0","","5.4",""
"1291","Duckworth Rd","mature","60","H","e","12.5","1","1","","1","1","","26.7",""
"1292","Duckworth Rd","mature","60","S","n","3.5","1","1","","0","0","","11.8",""
"1293","Duckworth Rd","mature","60","P","e","15.5","1","1","","1","1","","30.2",""
"1294","Duckworth Rd","mature","60","S","n","5","1","1","","1","1","","16.1",""
"1295","Duckworth Rd","mature","60","D","n","6","1","0","0","2","","","",""
"1296","Duckworth Rd","mature","60","D","n","5.5","1","0","0","2","","","",""
"1297","T.C. Steele","mature","0","R","n","13.5","1","1","","1","2","","25.1",""
"1298","T.C. Steele","mature","0","S","n","10","1","1","","0","1","","22.8",""
"1299","T.C. Steele","mature","0","D","n","8","1","1","","1","1","","28.9",""
"1300","T.C. Steele","mature","0","D","n","7","1","1","","1","1","","23.9",""
"1301","T.C. Steele","mature","0","S","n","8","1","0","0","0","","","",""
"1302","T.C. Steele","mature","0","R","n","19","1","1","","1","1","","12.5",""
"1303","T.C. Steele","mature","0","H","e","8","1","1","","1","1","","24.6",""
"1304","T.C. Steele","mature","0","A","e","7.5","1","1","","0","1","","45.7",""
"1305","T.C. Steele","mature","0","A","e","11","1","1","","0","1","","55.6",""
"1306","T.C. Steele","mature","0","H","e","9","1","1","","1","1","","21.1",""
"1307","T.C. Steele","mature","0","P","e","21.5","1","1","","1","1","","32.4",""
"1308","T.C. Steele","mature","0","P","e","9.5","1","1","","1","1","","23.1",""
"1309","T.C. Steele","mature","0","R","n","18.5","1","1","","1","1","","36.6",""
"1310","T.C. Steele","mature","0","A","e","3.5","1","0","0","3","","","",""
"1311","T.C. Steele","mature","0","S","n","15","1","1","","0","","","25.2",""
"1312","T.C. Steele","mature","0","H","e","10","1","1","","2","2","","12.5",""
"1313","T.C. Steele","mature","0","D","n","9.5","1","1","","2","1","","21.9",""
"1314","T.C. Steele","mature","0","S","n","7","1","1","","0","1","","20.1",""
"1315","T.C. Steele","mature","0","D","n","10","1","1","","4","3","","28.3",""
"1316","T.C. Steele","mature","0","R","n","17","1","1","","1","3","","21.7",""
"1317","T.C. Steele","mature","0","H","e","18","1","1","","3","1","","28.5",""
"1318","T.C. Steele","mature","0","A","e","9.5","1","1","","3","1","","103.7",""
"1319","T.C. Steele","mature","0","P","e","14.5","1","1","","1","1","","43.4",""
"1320","T.C. Steele","mature","0","P","e","13.5","1","1","","1","1","","11.2",""
"1321","T.C. Steele","mature","5","S","n","5","1","1","","0","1","","6.8",""
"1322","T.C. Steele","mature","5","D","n","6","1","1","","3","2","","15.2",""
"1323","T.C. Steele","mature","5","R","n","18","1","1","","1","2","","19.6",""
"1324","T.C. Steele","mature","5","R","n","22.5","1","1","","1","1","","28.9",""
"1325","T.C. Steele","mature","5","D","n","9.5","1","1","","1","1","","15.7",""
"1326","T.C. Steele","mature","5","S","n","3","1","1","","0","0","","11.7",""
"1327","T.C. Steele","mature","5","P","e","16","1","1","","1","1","","32.8",""
"1328","T.C. Steele","mature","5","P","e","15","1","1","","2","1","","40",""
"1329","T.C. Steele","mature","5","H","e","14.5","1","1","","1","1","","28.3",""
"1330","T.C. Steele","mature","5","A","e","10.5","1","1","","0","1","","54.5",""
"1331","T.C. Steele","mature","5","A","e","10.5","0","0","0","","","","",""
"1332","T.C. Steele","mature","5","H","e","21.5","1","1","","1","1","","24.9",""
"1333","T.C. Steele","mature","5","D","n","18","1","1","","3","1","","24.1",""
"1334","T.C. Steele","mature","5","R","n","13","1","1","","1","2","","13.4",""
"1335","T.C. Steele","mature","5","S","n","3","1","1","","0","0","","10.1",""
"1336","T.C. Steele","mature","5","S","n","4.5","1","1","","0","1","","15.9",""
"1337","T.C. Steele","mature","5","A","e","9.5","1","1","","0","2","","17.9",""
"1338","T.C. Steele","mature","5","H","e","10.5","1","1","","1","1","","14.6",""
"1339","T.C. Steele","mature","5","D","n","9","1","1","","1","2","","26.2",""
"1340","T.C. Steele","mature","5","P","e","16","1","1","","1","1","","52.8",""
"1341","T.C. Steele","mature","5","A","e","9.5","1","1","","1","2","","23.8",""
"1342","T.C. Steele","mature","5","H","e","11","1","1","","2","0","","15",""
"1343","T.C. Steele","mature","5","R","n","18","1","1","","1","3","","",""
"1344","T.C. Steele","mature","5","P","e","9.5","1","1","","1","1","","19.6",""
"1345","T.C. Steele","mature","10","S","n","7","1","1","","2","1","","16.6",""
"1346","T.C. Steele","mature","10","S","n","5.5","1","1","","2","1","","5.6",""
"1347","T.C. Steele","mature","10","R","n","20","1","1","","2","2","","26.1",""
"1348","T.C. Steele","mature","10","R","n","20.5","1","1","","3","","","8.4",""
"1349","T.C. Steele","mature","10","D","n","7","1","1","","2","2","","15.6",""
